text,label
대전광역시 동작구 압구정로 그리고 이름은 박순옥,비정상
세종특별자치시 관악구 서초대02가 (성수류박마을) 는 삭제된 주소입니다.,비정상
부산광역시 동구 역삼거리 (서준유김읍) 그리고 이름은 김종수,비정상
제주특별자치도 수원시 권선구 백제고분길 과 같은 유사 주소 있음,비정상
제주특별자치도 부천시 오정구 도산대6로 (영진남리),정상
경상남도 양주시 언주170길 (예은박홍면) 은 무슨 뜻인가요?,비정상
세종특별자치시 성북구 삼성로 (지현한김마을),정상
전라남도 천안시 서북구 백제고분길,정상
세종특별자치시 중랑구 오금5거리 (준혁구동),정상
세종특별자치시 종로구 테헤란127길 추가 정보 없음,비정상
광주광역시 남구 역삼가 에서 회의가 있었습니다.,비정상
경기도 영동군 개포643로,정상
부산광역시 동작구 서초중앙721길 (영순김하마을),정상
대전광역시 성북구 영동대가 의 위치를 파악할 수 없습니다.,비정상
대전광역시 강북구 삼성길,정상
부산광역시 강동구 도산대가 과 같은 유사 주소 있음,비정상
인천광역시 금천구 영동대로,정상
울산광역시 중랑구 테헤란8길 (지혜김마을),정상
경상남도 과천시 영동대05거리,정상
대전광역시 구로구 도산대575거리,정상
충청남도 음성군 개포54거리 (현숙오동),정상
서울특별시 서구 서초중앙90가 은 무슨 뜻인가요?,비정상
부산광역시 동대문구 개포길 잘못된 주소라고 생각해요,비정상
경상북도 옥천군 백제고분거리,정상
충청북도 부천시 오정구 논현55가 (성민황읍) 과 같은 유사 주소 있음,비정상
경상북도 고양시 압구정가 (영희김김리) 그리고 이름은 김영호,비정상
전라남도 괴산군 석촌호수거리 과 같은 유사 주소 있음,비정상
대구광역시 강서구 오금거리,정상
경기도 파주시 반포대로,정상
인천광역시 성동구 석촌호수로 잘못된 주소라고 생각해요,비정상
인천광역시 금천구 언주가 (명자이오마을) 추가 정보 없음,비정상
경기도 금산군 학동942가 과 같은 유사 주소 있음,비정상
인천광역시 마포구 개포0가 (정수김마을) 추가 정보 없음,비정상
충청북도 용인시 기흥구 언주거리 (정자이이읍) 다음주 배송 예정,비정상
부산광역시 양천구 양재천가 는 삭제된 주소입니다.,비정상
부산광역시 종로구 역삼길,정상
인천광역시 강북구 테헤란45로 (정수오황면),정상
충청북도 성남시 수정구 잠실거리 (영희최서마을) 그리고 이름은 김윤서,비정상
제주특별자치도 서산시 가락5로 어떤 장소인지 몰라요,비정상
인천광역시 도봉구 서초중앙5거리 의 위치를 파악할 수 없습니다.,비정상
충청북도 부천시 원미구 영동대457길 그리고 이름은 김현숙,비정상
충청남도 부천시 원미구 학동16로 (예진전김읍),정상
제주특별자치도 성남시 봉은사거리 (순자김이읍) 잘못된 주소라고 생각해요,비정상
전라남도 예산군 서초대거리 (영환박면),정상
전라북도 부천시 오금가 그리고 이름은 남정숙,비정상
세종특별자치시 영등포구 서초중앙1길,정상
경기도 강릉시 언주길 은 무슨 뜻인가요?,비정상
대구광역시 북구 삼성7길,정상
경상남도 공주시 논현27거리,정상
대구광역시 종로구 언주가 (은서박홍읍),정상
세종특별자치시 중랑구 삼성길,정상
대전광역시 광진구 서초대062거리 잘못된 주소라고 생각해요,비정상
경상남도 음성군 오금가 (은주차읍) 잘못된 주소라고 생각해요,비정상
충청북도 청주시 흥덕구 잠실거리 (보람김최면),정상
서울특별시 동구 가락79길 (정남김이면),정상
경상북도 논산시 서초중앙길 다음주 배송 예정,비정상
대구광역시 강북구 학동로 (아름노마을) 추가 정보 없음,비정상
충청북도 청주시 서원구 선릉가 에서 회의가 있었습니다.,비정상
강원도 하남시 영동대길 (정식김김리) 의 위치를 파악할 수 없습니다.,비정상
부산광역시 광진구 석촌호수892길 에서 회의가 있었습니다.,비정상
충청북도 양주시 삼성500길 (현주최전동) 추가 정보 없음,비정상
대구광역시 금천구 테헤란거리 (재호김면),정상
서울특별시 용산구 석촌호수거리,정상
경상북도 하남시 영동대길 (하윤한리),정상
서울특별시 동작구 논현9거리,정상
충청남도 철원군 영동대가 (정웅이면) 는 삭제된 주소입니다.,비정상
인천광역시 구로구 서초대로,정상
울산광역시 양천구 서초대512로 (민수김마을),정상
대전광역시 관악구 반포대로 (정순백읍) 과 같은 유사 주소 있음,비정상
세종특별자치시 동대문구 삼성길 (숙자이리),정상
세종특별자치시 강남구 백제고분로 (진호이최리) 잘못된 주소라고 생각해요,비정상
세종특별자치시 금천구 오금91거리,정상
서울특별시 양천구 언주76가 의 위치를 파악할 수 없습니다.,비정상
경기도 보은군 잠실거리,정상
경기도 제천시 선릉140길 (은지김동) 과 같은 유사 주소 있음,비정상
충청남도 여주시 학동40길 (영숙이읍),정상
광주광역시 동구 잠실거리 (미숙허강면) 에서 회의가 있었습니다.,비정상
충청남도 인제군 석촌호수로 (경자윤김마을) 잘못된 주소라고 생각해요,비정상
충청남도 부천시 원미구 역삼로 의 위치를 파악할 수 없습니다.,비정상
전라남도 정선군 봉은사223거리,정상
경상북도 보령시 서초대9거리 (하은장읍),정상
강원도 속초시 잠실1길,정상
경기도 청주시 서원구 테헤란9가 과 같은 유사 주소 있음,비정상
광주광역시 강서구 가락길 (은영김이마을),정상
전라북도 계룡시 서초대6로 어떤 장소인지 몰라요,비정상
서울특별시 구로구 영동대가 (승민이김리),정상
강원도 화천군 개포37거리 (미숙류동) 어떤 장소인지 몰라요,비정상
대구광역시 관악구 삼성거리 (하윤심리),정상
대구광역시 동대문구 석촌호수65거리 의 위치를 파악할 수 없습니다.,비정상
대전광역시 동구 가락5거리,정상
울산광역시 강북구 서초대길,정상
부산광역시 서구 백제고분8길 (윤서권리) 의 위치를 파악할 수 없습니다.,비정상
대구광역시 강동구 삼성길 추가 정보 없음,비정상
세종특별자치시 강남구 잠실거리 다음주 배송 예정,비정상
충청남도 시흥시 삼성로 (준호이리),정상
강원도 광명시 석촌호수거리 과 같은 유사 주소 있음,비정상
대구광역시 서초구 양재천로 추가 정보 없음,비정상
전라북도 진천군 잠실길 (은서김동) 추가 정보 없음,비정상
대전광역시 강북구 선릉거리 과 같은 유사 주소 있음,비정상
전라북도 고성군 서초중앙가 (미숙김읍),정상
서울특별시 은평구 서초대14가 (지현김리),정상
제주특별자치도 안산시 단원구 선릉287로 어떤 장소인지 몰라요,비정상
서울특별시 강동구 반포대0로 잘못된 주소라고 생각해요,비정상
울산광역시 영등포구 강남대가,정상
대전광역시 동작구 봉은사가 그리고 이름은 홍진우,비정상
세종특별자치시 서구 압구정3로 과 같은 유사 주소 있음,비정상
제주특별자치도 여주시 역삼3거리 (은지서이리) 추가 정보 없음,비정상
전라북도 평택시 테헤란5거리 (현준김면) 과 같은 유사 주소 있음,비정상
충청남도 청주시 흥덕구 오금로,정상
제주특별자치도 보은군 강남대가,정상
충청남도 안산시 상록구 잠실91로 그리고 이름은 박정숙,비정상
울산광역시 남구 학동로 추가 정보 없음,비정상
인천광역시 구로구 압구정길 (미영김이읍),정상
세종특별자치시 동구 선릉93길 는 삭제된 주소입니다.,비정상
전라북도 안산시 상록구 테헤란길 (채원이이동) 잘못된 주소라고 생각해요,비정상
울산광역시 서초구 서초대길 어떤 장소인지 몰라요,비정상
서울특별시 용산구 반포대9로 (아름김면) 은 무슨 뜻인가요?,비정상
광주광역시 중구 언주로 (수진문마을) 그리고 이름은 안건우,비정상
부산광역시 성동구 삼성684로 (재현권최리) 에서 회의가 있었습니다.,비정상
부산광역시 양천구 테헤란9로 추가 정보 없음,비정상
경기도 부천시 원미구 양재천로,정상
충청북도 양평군 역삼1거리 은 무슨 뜻인가요?,비정상
경상북도 성남시 중원구 선릉32로 (영일김이면) 에서 회의가 있었습니다.,비정상
전라남도 증평군 오금거리 (준호박한면) 에서 회의가 있었습니다.,비정상
울산광역시 강남구 개포길 (채원홍강면) 는 삭제된 주소입니다.,비정상
부산광역시 중구 압구정4길 (은서이마을) 에서 회의가 있었습니다.,비정상
충청남도 구리시 도산대1길 추가 정보 없음,비정상
인천광역시 용산구 가락958거리 (정남박면) 의 위치를 파악할 수 없습니다.,비정상
경상북도 고성군 봉은사로,정상
울산광역시 강동구 테헤란길 (종수이김리),정상
대구광역시 송파구 언주거리 (명숙송동) 의 위치를 파악할 수 없습니다.,비정상
대구광역시 서대문구 선릉3길 (현숙고이면),정상
경기도 부천시 원미구 가락742거리 (정식오주리) 는 삭제된 주소입니다.,비정상
경기도 양주시 백제고분로 (민지최최읍),정상
충청남도 공주시 학동503길 (준서최동) 그리고 이름은 장영철,비정상
전라남도 부천시 소사구 서초중앙7길 (윤서박읍) 추가 정보 없음,비정상
대전광역시 강서구 백제고분길 그리고 이름은 이서준,비정상
세종특별자치시 강북구 학동095길 (명숙권면),정상
대전광역시 송파구 서초중앙29길 과 같은 유사 주소 있음,비정상
경상북도 양구군 언주가,정상
전라북도 양구군 선릉0로,정상
전라북도 영월군 개포301거리 은 무슨 뜻인가요?,비정상
경기도 단양군 논현로 은 무슨 뜻인가요?,비정상
경기도 천안시 동남구 가락8거리 (지영김리),정상
전라남도 수원시 팔달구 양재천51로 (도현이고면),정상
광주광역시 강서구 학동가,정상
서울특별시 양천구 봉은사가,정상
대전광역시 동대문구 도산대00가,정상
대구광역시 성동구 양재천길,정상
충청남도 과천시 석촌호수길,정상
인천광역시 동대문구 도산대거리,정상
충청남도 김포시 영동대길 (영환이마을),정상
울산광역시 금천구 역삼629길 잘못된 주소라고 생각해요,비정상
충청북도 횡성군 오금길 (은경김권동) 잘못된 주소라고 생각해요,비정상
세종특별자치시 성동구 봉은사길 (정자김홍동) 는 삭제된 주소입니다.,비정상
인천광역시 강남구 언주623거리,정상
광주광역시 성북구 테헤란길,정상
경상북도 양주시 압구정768거리 (정훈최박마을) 어떤 장소인지 몰라요,비정상
경상남도 정선군 봉은사길 (정훈허읍),정상
충청북도 수원시 오금길 (미숙권김면),정상
대전광역시 양천구 석촌호수길 (서윤박면),정상
경기도 홍천군 역삼가 (현숙김마을),정상
세종특별자치시 성동구 선릉로 (수민김읍),정상
대구광역시 강동구 양재천로 어떤 장소인지 몰라요,비정상
충청북도 동해시 영동대가,정상
경상북도 삼척시 양재천38길 의 위치를 파악할 수 없습니다.,비정상
세종특별자치시 은평구 삼성933거리 (준서이김리),정상
부산광역시 강남구 백제고분3가 의 위치를 파악할 수 없습니다.,비정상
광주광역시 마포구 언주길,정상
부산광역시 영등포구 서초대5길 (영진황동) 는 삭제된 주소입니다.,비정상
대전광역시 광진구 논현61거리 (중수조읍) 다음주 배송 예정,비정상
제주특별자치도 고양시 덕양구 개포39가,정상
광주광역시 도봉구 강남대27길 (지훈고윤리),정상
대구광역시 송파구 테헤란50길 (경수김류리),정상
전라북도 의왕시 테헤란로 (춘자김강마을) 과 같은 유사 주소 있음,비정상
세종특별자치시 동구 논현535거리 (아름김이면) 에서 회의가 있었습니다.,비정상
울산광역시 광진구 역삼51로 (우진이박읍),정상
대구광역시 구로구 언주가 잘못된 주소라고 생각해요,비정상
경기도 단양군 테헤란길 (채원안이읍) 은 무슨 뜻인가요?,비정상
강원도 고양시 일산서구 학동로 의 위치를 파악할 수 없습니다.,비정상
전라북도 광명시 가락503거리,정상
울산광역시 남구 가락66길 (성호이배마을) 추가 정보 없음,비정상
충청북도 수원시 봉은사787로 과 같은 유사 주소 있음,비정상
경기도 수원시 영통구 학동84로 (상호고읍),정상
충청북도 양주시 서초중앙가 어떤 장소인지 몰라요,비정상
경상남도 평창군 삼성653가,정상
강원도 영동군 서초대로 과 같은 유사 주소 있음,비정상
세종특별자치시 도봉구 백제고분1거리 어떤 장소인지 몰라요,비정상
경기도 고양시 일산동구 백제고분거리 (성훈황김면) 잘못된 주소라고 생각해요,비정상
울산광역시 서초구 테헤란3로,정상
대구광역시 중구 백제고분가 (지현김동),정상
세종특별자치시 금천구 선릉길 (민석이동) 다음주 배송 예정,비정상
충청북도 제천시 가락길 (현준문읍),정상
제주특별자치도 화성시 언주거리 (서영송손면),정상
인천광역시 남구 선릉길 (성민고이동),정상
세종특별자치시 용산구 석촌호수433길 (예지최동),정상
강원도 청주시 흥덕구 삼성751길,정상
경기도 청주시 흥덕구 서초중앙가 에서 회의가 있었습니다.,비정상
충청남도 계룡시 서초중앙30로 (영일이면),정상
대전광역시 양천구 서초대068가 (예원서김마을) 에서 회의가 있었습니다.,비정상
경상남도 성남시 수정구 잠실길 (지현윤허동),정상
세종특별자치시 북구 논현로,정상
충청북도 홍성군 삼성6길 추가 정보 없음,비정상
인천광역시 남구 영동대6가 과 같은 유사 주소 있음,비정상
경상북도 용인시 기흥구 서초대가 (진호하이면) 은 무슨 뜻인가요?,비정상
경상북도 횡성군 테헤란92길,정상
강원도 의왕시 잠실9가 (경자윤마을),정상
경상남도 안양시 도산대541길 (옥자배동) 그리고 이름은 심성진,비정상
대전광역시 도봉구 백제고분839가 잘못된 주소라고 생각해요,비정상
인천광역시 금천구 서초중앙가,정상
울산광역시 송파구 개포4로 (민재이김동) 다음주 배송 예정,비정상
대전광역시 서초구 서초대가 (하윤서김읍) 그리고 이름은 최정자,비정상
경기도 수원시 가락8거리 은 무슨 뜻인가요?,비정상
인천광역시 중구 봉은사43로 (예은김면) 어떤 장소인지 몰라요,비정상
부산광역시 양천구 석촌호수5거리 추가 정보 없음,비정상
광주광역시 은평구 논현가 (지원김최마을) 과 같은 유사 주소 있음,비정상
서울특별시 종로구 언주43거리,정상
전라남도 수원시 장안구 서초대가 는 삭제된 주소입니다.,비정상
충청남도 천안시 동남구 개포길 (수민한면) 그리고 이름은 김은정,비정상
경상북도 보령시 서초중앙409길,정상
울산광역시 중구 역삼81길 (경수이리) 에서 회의가 있었습니다.,비정상
부산광역시 영등포구 영동대로,정상
경기도 용인시 처인구 도산대7거리 과 같은 유사 주소 있음,비정상
부산광역시 관악구 백제고분가,정상
광주광역시 서구 석촌호수길 (진호이이동),정상
전라북도 파주시 서초중앙거리 (영숙이동) 의 위치를 파악할 수 없습니다.,비정상
충청남도 의정부시 개포거리 에서 회의가 있었습니다.,비정상
전라남도 제천시 언주길 어떤 장소인지 몰라요,비정상
부산광역시 동작구 삼성로 (상호이마을),정상
광주광역시 강동구 개포로 는 삭제된 주소입니다.,비정상
강원도 원주시 석촌호수로 (승민이면),정상
대전광역시 영등포구 가락가 (유진김김동),정상
대전광역시 영등포구 개포01길 에서 회의가 있었습니다.,비정상
전라북도 논산시 개포73거리 (성진이읍) 의 위치를 파악할 수 없습니다.,비정상
전라남도 계룡시 양재천59가 (성호이리) 에서 회의가 있었습니다.,비정상
서울특별시 노원구 양재천303가 은 무슨 뜻인가요?,비정상
강원도 여주시 반포대79로,정상
광주광역시 광진구 잠실2가,정상
충청북도 옥천군 삼성481길 (현지박마을) 잘못된 주소라고 생각해요,비정상
강원도 의왕시 백제고분거리,정상
광주광역시 강서구 언주14길 는 삭제된 주소입니다.,비정상
광주광역시 영등포구 서초중앙72거리 과 같은 유사 주소 있음,비정상
광주광역시 서구 봉은사3길 과 같은 유사 주소 있음,비정상
대구광역시 관악구 역삼거리 (영순김김마을),정상
부산광역시 종로구 학동57길 (수진배리) 다음주 배송 예정,비정상
인천광역시 광진구 압구정5가 (예진이마을),정상
충청남도 삼척시 반포대가 (서윤노노마을),정상
부산광역시 서초구 언주04길 (서연이면) 잘못된 주소라고 생각해요,비정상
강원도 김포시 논현98길 (영수장읍),정상
광주광역시 마포구 서초대거리 (영미민마을),정상
대구광역시 북구 강남대367로 는 삭제된 주소입니다.,비정상
광주광역시 강서구 서초중앙거리 (현지장이동),정상
울산광역시 강동구 삼성가 의 위치를 파악할 수 없습니다.,비정상
부산광역시 중구 도산대225길,정상
대구광역시 마포구 학동15길,정상
제주특별자치도 천안시 동남구 도산대가 는 삭제된 주소입니다.,비정상
충청남도 안양시 만안구 가락935로,정상
세종특별자치시 북구 서초대247길 어떤 장소인지 몰라요,비정상
경기도 계룡시 역삼600길 (현지이김읍),정상
경상북도 여주시 가락로,정상
충청남도 음성군 영동대가 다음주 배송 예정,비정상
제주특별자치도 용인시 기흥구 백제고분거리,정상
세종특별자치시 강동구 양재천가 (주원배권리),정상
울산광역시 광진구 서초중앙70길,정상
광주광역시 강서구 압구정로 의 위치를 파악할 수 없습니다.,비정상
세종특별자치시 도봉구 봉은사거리 (성호최강마을) 그리고 이름은 최현숙,비정상
세종특별자치시 송파구 테헤란로 다음주 배송 예정,비정상
울산광역시 서초구 잠실2거리,정상
세종특별자치시 동작구 석촌호수7길 (춘자홍리),정상
대전광역시 서구 서초대808로 (유진장리) 다음주 배송 예정,비정상
인천광역시 서초구 반포대길 에서 회의가 있었습니다.,비정상
제주특별자치도 삼척시 삼성0로,정상
대전광역시 강동구 도산대거리 (옥자백황읍),정상
강원도 논산시 가락가 (지아배고마을),정상
강원도 수원시 역삼7로 (옥자김읍),정상
부산광역시 금천구 양재천81로,정상
제주특별자치도 용인시 삼성4거리 잘못된 주소라고 생각해요,비정상
강원도 서천군 영동대694거리 (정훈권마을),정상
경기도 의왕시 반포대2거리 (정훈정동) 에서 회의가 있었습니다.,비정상
대전광역시 금천구 삼성가 (지혜이읍),정상
인천광역시 노원구 양재천가 (명자손동) 의 위치를 파악할 수 없습니다.,비정상
울산광역시 동구 테헤란거리,정상
울산광역시 강동구 서초중앙82로,정상
제주특별자치도 안양시 봉은사가 (상훈이박읍),정상
부산광역시 중구 반포대가 (은영이김읍) 어떤 장소인지 몰라요,비정상
경상남도 수원시 팔달구 압구정가 은 무슨 뜻인가요?,비정상
대구광역시 강서구 백제고분거리 그리고 이름은 김하은,비정상
전라북도 부천시 오정구 개포가,정상
울산광역시 구로구 석촌호수가,정상
전라북도 안산시 단원구 압구정507거리 (정희손이면) 는 삭제된 주소입니다.,비정상
경상북도 양평군 압구정8거리 (준호박읍) 과 같은 유사 주소 있음,비정상
대구광역시 은평구 오금가 (영자박이마을) 추가 정보 없음,비정상
부산광역시 도봉구 잠실로,정상
부산광역시 광진구 양재천458가 (유진이면) 은 무슨 뜻인가요?,비정상
전라북도 진천군 오금길 추가 정보 없음,비정상
대구광역시 마포구 가락29길 과 같은 유사 주소 있음,비정상
대구광역시 양천구 도산대6거리 다음주 배송 예정,비정상
대전광역시 구로구 잠실거리 (도윤양우마을),정상
제주특별자치도 양평군 양재천가,정상
충청북도 청주시 상당구 양재천982거리 잘못된 주소라고 생각해요,비정상
부산광역시 서구 백제고분271가 잘못된 주소라고 생각해요,비정상
부산광역시 광진구 논현로 (보람박리) 과 같은 유사 주소 있음,비정상
대구광역시 성북구 삼성길 (승현고김리) 에서 회의가 있었습니다.,비정상
전라남도 서천군 서초대로,정상
경기도 부천시 오정구 석촌호수거리 (서현박류면) 잘못된 주소라고 생각해요,비정상
강원도 수원시 압구정거리 과 같은 유사 주소 있음,비정상
충청북도 양주시 학동0길 (도윤주면) 는 삭제된 주소입니다.,비정상
인천광역시 남구 잠실로 다음주 배송 예정,비정상
세종특별자치시 노원구 영동대85가 잘못된 주소라고 생각해요,비정상
대구광역시 성동구 삼성로 (명숙오김면) 그리고 이름은 김도현,비정상
울산광역시 관악구 석촌호수가 (지우조장마을),정상
경기도 고양시 덕양구 잠실길 과 같은 유사 주소 있음,비정상
부산광역시 남구 잠실거리 (지우노박읍),정상
전라남도 고성군 잠실길,정상
세종특별자치시 중랑구 영동대거리 (승민문면),정상
인천광역시 북구 논현2길,정상
전라남도 이천시 삼성643길 (경희구리),정상
충청남도 진천군 서초중앙길 (중수최조마을),정상
경상남도 청주시 서원구 테헤란23길,정상
서울특별시 은평구 백제고분길 는 삭제된 주소입니다.,비정상
인천광역시 서구 서초대길 추가 정보 없음,비정상
울산광역시 강남구 삼성399거리 (정자김김읍) 에서 회의가 있었습니다.,비정상
경기도 서천군 강남대51길 (승현박윤면) 추가 정보 없음,비정상
충청남도 아산시 선릉거리 (서준김면) 은 무슨 뜻인가요?,비정상
광주광역시 금천구 선릉035거리,정상
대전광역시 관악구 삼성7거리 (보람이홍읍) 과 같은 유사 주소 있음,비정상
충청북도 천안시 서북구 개포26가 다음주 배송 예정,비정상
제주특별자치도 이천시 역삼로 (지연김곽마을),정상
인천광역시 은평구 백제고분8길 (광수민동) 의 위치를 파악할 수 없습니다.,비정상
충청남도 천안시 동남구 도산대가,정상
경상남도 제천시 학동로 (윤서이리) 그리고 이름은 김지훈,비정상
전라남도 고양시 선릉가 (정순김김읍),정상
부산광역시 마포구 서초대732로 (준혁김김동),정상
전라남도 강릉시 잠실길 는 삭제된 주소입니다.,비정상
서울특별시 마포구 잠실09가 (영호김황동) 는 삭제된 주소입니다.,비정상
세종특별자치시 광진구 가락로 다음주 배송 예정,비정상
울산광역시 금천구 봉은사거리 (광수권오리),정상
경기도 용인시 테헤란가 추가 정보 없음,비정상
대전광역시 서대문구 언주68거리,정상
세종특별자치시 서대문구 양재천0길,정상
경상남도 용인시 기흥구 학동길,정상
경상남도 고성군 삼성로,정상
경상북도 강릉시 잠실가,정상
대구광역시 송파구 도산대373길,정상
제주특별자치도 하남시 양재천로 (광수김박면) 그리고 이름은 최옥순,비정상
부산광역시 금천구 봉은사9로 (영철윤서동),정상
경상남도 안성시 도산대65길 (정순김김동) 다음주 배송 예정,비정상
전라남도 금산군 언주길 (윤서김차면) 그리고 이름은 박영진,비정상
충청남도 홍천군 서초중앙거리 (미정김마을) 어떤 장소인지 몰라요,비정상
부산광역시 강남구 선릉7가 (상훈이윤리),정상
충청남도 태안군 개포가,정상
세종특별자치시 강동구 반포대길 (준서김리) 은 무슨 뜻인가요?,비정상
전라남도 부천시 소사구 삼성13로 (지원문읍),정상
부산광역시 강북구 선릉6가 어떤 장소인지 몰라요,비정상
경상북도 서천군 도산대거리 (현정구동),정상
부산광역시 성북구 오금거리 (정식강마을),정상
경상남도 정선군 테헤란길 (주원황동) 은 무슨 뜻인가요?,비정상
대전광역시 강동구 잠실73거리 (현숙김이읍) 은 무슨 뜻인가요?,비정상
전라북도 성남시 영동대183로 (정훈한김동) 잘못된 주소라고 생각해요,비정상
경상남도 청주시 서원구 도산대4길,정상
서울특별시 금천구 압구정가 (지영서고동),정상
전라북도 서천군 백제고분438가,정상
서울특별시 서구 오금8가 (은주정서마을),정상
제주특별자치도 춘천시 언주가 (영진김마을) 은 무슨 뜻인가요?,비정상
울산광역시 노원구 삼성길 추가 정보 없음,비정상
경기도 계룡시 서초중앙로 (영길이읍),정상
광주광역시 성북구 서초대7가 에서 회의가 있었습니다.,비정상
제주특별자치도 과천시 서초중앙7길 (영환양마을) 는 삭제된 주소입니다.,비정상
세종특별자치시 구로구 오금2가 (준호김강리),정상
전라북도 군포시 논현거리 (성수이김마을),정상
세종특별자치시 양천구 가락길,정상
강원도 부천시 원미구 반포대589길 (동현조이면) 에서 회의가 있었습니다.,비정상
충청북도 충주시 석촌호수70가,정상
경상남도 청양군 서초중앙03거리,정상
강원도 서천군 석촌호수길 (경숙최동),정상
제주특별자치도 시흥시 언주거리 (지연이면) 의 위치를 파악할 수 없습니다.,비정상
제주특별자치도 부천시 소사구 석촌호수272가 (영식강마을) 잘못된 주소라고 생각해요,비정상
서울특별시 관악구 서초중앙1거리 (명자강읍) 은 무슨 뜻인가요?,비정상
제주특별자치도 고양시 일산동구 가락4길 (시우황마을) 의 위치를 파악할 수 없습니다.,비정상
울산광역시 구로구 개포가,정상
부산광역시 북구 양재천01가 (민수김동),정상
강원도 구리시 서초중앙72가 에서 회의가 있었습니다.,비정상
울산광역시 은평구 선릉길 (준영박동) 에서 회의가 있었습니다.,비정상
인천광역시 강북구 양재천20거리 (숙자김주면) 는 삭제된 주소입니다.,비정상
인천광역시 강북구 백제고분44길 그리고 이름은 박성수,비정상
경상북도 화천군 잠실거리,정상
전라남도 구리시 강남대9가,정상
경상북도 평창군 논현가 추가 정보 없음,비정상
경기도 광주시 가락길 과 같은 유사 주소 있음,비정상
세종특별자치시 노원구 양재천가 (성호성이리) 는 삭제된 주소입니다.,비정상
대구광역시 노원구 서초대669길,정상
경상북도 양주시 반포대83로 (중수김윤리),정상
인천광역시 광진구 양재천55로 는 삭제된 주소입니다.,비정상
서울특별시 성북구 삼성가,정상
강원도 삼척시 압구정로 어떤 장소인지 몰라요,비정상
전라북도 성남시 분당구 선릉668길 는 삭제된 주소입니다.,비정상
광주광역시 관악구 논현가,정상
서울특별시 중랑구 역삼98길 추가 정보 없음,비정상
인천광역시 종로구 백제고분로 다음주 배송 예정,비정상
서울특별시 동구 선릉07로 (영진정동) 에서 회의가 있었습니다.,비정상
전라남도 부천시 오정구 압구정4로 (도현송문마을) 어떤 장소인지 몰라요,비정상
부산광역시 노원구 백제고분613길 (서연손김마을),정상
울산광역시 도봉구 개포길 (수민김읍) 는 삭제된 주소입니다.,비정상
전라북도 제천시 석촌호수거리 (진우김동),정상
경상남도 고성군 잠실거리 (경숙이리),정상
대전광역시 성동구 압구정94로 (우진박한동),정상
강원도 정선군 반포대거리 (진우이민읍),정상
대구광역시 동구 영동대가 (영자배윤리) 는 삭제된 주소입니다.,비정상
경상북도 파주시 백제고분3가 (숙자성김읍) 는 삭제된 주소입니다.,비정상
충청남도 광명시 도산대로 의 위치를 파악할 수 없습니다.,비정상
광주광역시 강남구 가락거리 의 위치를 파악할 수 없습니다.,비정상
전라북도 고양시 일산동구 선릉거리,정상
인천광역시 서구 언주03로,정상
제주특별자치도 파주시 잠실293로,정상
전라남도 금산군 도산대가,정상
서울특별시 동구 개포거리 은 무슨 뜻인가요?,비정상
세종특별자치시 노원구 봉은사거리 는 삭제된 주소입니다.,비정상
전라남도 금산군 강남대거리,정상
제주특별자치도 안산시 상록구 서초중앙450거리 (현숙김리),정상
부산광역시 도봉구 학동거리 (아름백마을),정상
강원도 고양시 일산서구 가락거리,정상
대전광역시 강북구 역삼096가 (은지나최동) 다음주 배송 예정,비정상
강원도 남양주시 논현가,정상
경기도 진천군 역삼길 는 삭제된 주소입니다.,비정상
충청북도 계룡시 개포로 (상훈김최면) 다음주 배송 예정,비정상
대전광역시 북구 서초대로,정상
울산광역시 남구 논현거리 과 같은 유사 주소 있음,비정상
충청북도 동해시 테헤란96로 (보람강김읍) 의 위치를 파악할 수 없습니다.,비정상
대전광역시 광진구 언주14길 (미영최안리),정상
인천광역시 강서구 개포로 (춘자서권읍),정상
경기도 서산시 석촌호수443길 (정숙윤동),정상
경기도 부여군 선릉길 (영환이이마을) 은 무슨 뜻인가요?,비정상
경기도 수원시 팔달구 도산대114로 (민재이김동) 의 위치를 파악할 수 없습니다.,비정상
부산광역시 서초구 개포로,정상
충청남도 청양군 서초중앙가,정상
부산광역시 은평구 양재천95길 (동현김김읍),정상
경상남도 고양시 도산대75가 는 삭제된 주소입니다.,비정상
경상남도 청주시 흥덕구 서초대025길 (혜진장읍) 다음주 배송 예정,비정상
충청남도 영동군 서초대08가,정상
울산광역시 강서구 서초중앙거리 (민준하면) 는 삭제된 주소입니다.,비정상
울산광역시 서구 도산대로 은 무슨 뜻인가요?,비정상
제주특별자치도 서천군 영동대로 (시우남읍),정상
인천광역시 북구 서초중앙578가,정상
서울특별시 용산구 가락3로 잘못된 주소라고 생각해요,비정상
대전광역시 금천구 학동로 (순자이읍),정상
인천광역시 은평구 봉은사거리 은 무슨 뜻인가요?,비정상
세종특별자치시 북구 서초대가 (경희노리),정상
충청남도 안산시 상록구 강남대6길 (수진이동) 은 무슨 뜻인가요?,비정상
대구광역시 북구 학동75로,정상
인천광역시 용산구 반포대가,정상
부산광역시 송파구 삼성108로 (주원박김면) 에서 회의가 있었습니다.,비정상
부산광역시 성동구 논현거리 (성호권읍) 추가 정보 없음,비정상
대구광역시 서초구 논현358거리,정상
제주특별자치도 가평군 서초중앙거리 은 무슨 뜻인가요?,비정상
제주특별자치도 철원군 언주0거리 의 위치를 파악할 수 없습니다.,비정상
대구광역시 금천구 백제고분58거리,정상
